sysDescr.0    = Juniper Networks, Inc. mx80 internet router, kernel JUNOS 15.1R6.7, Build date: 2017-04-23 01:51:20 UTC Copyright (c) 1996-2017 Juniper Networks, Inc.
ifInDiscards.10 = 0
ifInDiscards.11 = 0
ifInDiscards.12 = 0
ifInDiscards.13 = 0
ifInDiscards.17 = 0
ifInDiscards.18 = 0
ifInDiscards.21 = 0
ifInDiscards.22 = 0
ifInDiscards.23 = 0
ifInDiscards.24 = 0
ifInDiscards.33 = 0
ifInDiscards.34 = 0
ifInDiscards.501 = 0
ifInDiscards.502 = 0
ifInDiscards.503 = 0
ifInDiscards.504 = 0
ifInDiscards.505 = 0
ifInDiscards.506 = 0
ifInDiscards.507 = 0
ifInDiscards.508 = 0
ifInDiscards.509 = 0
ifInDiscards.510 = 0
ifInDiscards.511 = 0
ifInDiscards.512 = 0
ifInDiscards.513 = 0
ifInDiscards.514 = 0
ifInDiscards.515 = 0
ifInDiscards.516 = 0
ifInDiscards.517 = 0
ifInDiscards.518 = 0
ifInDiscards.519 = 0
ifInDiscards.520 = 0
ifInDiscards.521 = 0
ifInDiscards.522 = 0
ifInDiscards.523 = 0
ifInDiscards.524 = 0
ifInDiscards.525 = 0
ifInDiscards.526 = 0
ifInDiscards.527 = 0
ifInDiscards.528 = 0
ifInDiscards.529 = 0
ifInDiscards.530 = 0
ifInDiscards.531 = 0
ifInDiscards.532 = 0
ifInDiscards.533 = 0
ifInDiscards.534 = 0
ifInDiscards.535 = 0
ifInDiscards.536 = 0
ifInDiscards.537 = 0
ifInDiscards.540 = 0
ifInDiscards.542 = 0
ifInDiscards.555 = 0
ifInDiscards.583 = 0
ifInDiscards.584 = 0
ifInDiscards.585 = 0
ifInDiscards.586 = 0
ifInDiscards.587 = 0
ifInErrors.1  = 0
ifInErrors.4  = 0
ifInErrors.5  = 0
ifInErrors.6  = 0
ifInErrors.7  = 0
ifInErrors.8  = 0
ifInErrors.9  = 0
ifInErrors.10 = 0
ifInErrors.11 = 0
ifInErrors.12 = 0
ifInErrors.13 = 0
ifInErrors.17 = 0
ifInErrors.18 = 0
ifInErrors.21 = 0
ifInErrors.22 = 0
ifInErrors.23 = 0
ifInErrors.24 = 0
ifInErrors.33 = 0
ifInErrors.34 = 0
ifInErrors.501 = 0
ifInErrors.502 = 0
ifInErrors.503 = 0
ifInErrors.504 = 0
ifInErrors.505 = 0
ifInErrors.506 = 0
ifInErrors.507 = 0
ifInErrors.508 = 0
ifInErrors.509 = 0
ifInErrors.510 = 0
ifInErrors.511 = 0
ifInErrors.512 = 0
ifInErrors.513 = 0
ifInErrors.514 = 0
ifInErrors.515 = 0
ifInErrors.516 = 0
ifInErrors.517 = 0
ifInErrors.518 = 0
ifInErrors.519 = 0
ifInErrors.520 = 0
ifInErrors.521 = 0
ifInErrors.522 = 0
ifInErrors.523 = 0
ifInErrors.524 = 0
ifInErrors.525 = 0
ifInErrors.526 = 0
ifInErrors.527 = 0
ifInErrors.528 = 0
ifInErrors.529 = 0
ifInErrors.530 = 0
ifInErrors.531 = 0
ifInErrors.532 = 0
ifInErrors.533 = 0
ifInErrors.534 = 0
ifInErrors.535 = 0
ifInErrors.536 = 0
ifInErrors.537 = 0
ifInErrors.540 = 0
ifInErrors.542 = 0
ifInErrors.555 = 0
ifInErrors.583 = 0
ifInErrors.584 = 0
ifInErrors.585 = 0
ifInErrors.586 = 0
ifInErrors.587 = 0
ifInUnknownProtos.1 = 112
ifInUnknownProtos.4 = 0
ifInUnknownProtos.5 = 0
ifInUnknownProtos.6 = 0
ifInUnknownProtos.7 = 0
ifInUnknownProtos.8 = 0
ifInUnknownProtos.9 = 0
ifInUnknownProtos.10 = 0
ifInUnknownProtos.11 = 0
ifInUnknownProtos.12 = 0
ifInUnknownProtos.13 = 0
ifInUnknownProtos.17 = 0
ifInUnknownProtos.18 = 0
ifInUnknownProtos.21 = 0
ifInUnknownProtos.22 = 0
ifInUnknownProtos.23 = 0
ifInUnknownProtos.24 = 0
